,0,1
154,CIP47BACHL,0.0002749069106519205
155,CIP05CERT2,0.0002706065084661925
156,CIP39CERT4,0.000258057403639871
157,CIP25BACHL,0.00025227568322273337
158,CIP25BACHL,0.0002474106119284976
159,CIP39CERT4,0.00023753383456568225
160,CIP04CERT1,0.00022837305070252842
161,PCIP49,0.00022479389774051126
162,CIP24CERT4,0.00022249150123394227
163,CIP40CERT1,0.0002115662363909873
164,PCIP48,0.00020827501165744168
165,CIP54CERT1,0.00019867287739050628
166,CIP25CERT2,0.0001921264845541426
167,CIP01CERT4,0.00018076249432065933
168,PCIP48,0.00017534533243508988
169,CIP01CERT4,0.00015967006892646428
170,PCIP15,0.0001539929344060414
171,PCIP09,0.00014557630124776804
172,PCIP10,0.00014107503065730932
173,PCIP13,0.00013631881938096278
174,CIP40CERT2,0.00013535286871191722
175,PCIP46,0.00013313389260834115
176,PCIP14,0.00013087654811288346
177,CIP10CERT4,0.00012740416608234294
178,PCIP10,0.00012584867132609898
179,CIP40CERT2,0.00012426933841314894
180,CIP27CERT2,0.00011770718407704141
181,PCIP31,0.00011338035691944275
182,PCIP43,0.00010571311269952945
183,CIP29CERT1,0.00010473170432038382
184,CIP13CERT4,9.053484491982883e-05
185,PCIP30,8.695531139631154e-05
186,CIP14CERT4,8.307145028519588e-05
187,PCIP01,7.917301737146197e-05
188,PCIP45,7.209956194932522e-05
189,CIP48BACHL,6.818120938999917e-05
190,CIP38CERT4,6.484296763851859e-05
191,PCIP42,5.7500739088431984e-05
192,CIP29CERT2,5.618851295067112e-05
193,CIP09CERT4,5.4161095792538065e-05
194,PCIP22,5.239997480252533e-05
195,PCIP22,5.200895719665643e-05
196,CIP54CERT2,5.088356289990873e-05
197,CIP09CERT4,4.667592885537269e-05
198,PCIP26,4.603907653884457e-05
199,CIP42CERT4,4.467802205502291e-05
200,CIP49CERT4,4.226166977654843e-05
201,CIP43CERT4,3.82850027786656e-05
202,CIP31CERT4,3.570823833944417e-05
203,PCIP44,3.2620208117582856e-05
204,PCIP04,2.8749584938231073e-05
205,PCIP04,2.7817328161070557e-05
206,PCIP23,2.3650422256353336e-05
207,CIP41CERT4,2.2208976846422638e-05
208,CIP26CERT4,1.8681259410739037e-05
209,CIP41CERT4,1.7519459882141353e-05
210,PCIP03,1.629402241324322e-05
211,CIP26CERT4,1.4557176394856544e-05
212,CIP27CERT4,1.346863021047881e-05
213,PCIP40,1.1878473873796779e-05
214,PCIP41,8.191866672504335e-06
215,PCIP05,7.055457728177501e-06
216,CIP04CERT4,6.5393429850214915e-06
217,CIP44CERT4,5.138115899327604e-06
218,PCIP05,4.4616547111957634e-06
219,PCIP16,3.1595351159303594e-06
220,CIP40CERT4,3.047850990946808e-06
221,PCIP29,2.4772033562487876e-06
222,PCIP27,2.2520914534127094e-06
223,PCIP54,1.8229737302789575e-06
224,PCIP25,1.8547229494785684e-08
225,CIP54CERT4,1.5889438737920615e-33
226,CIP25CERT4,1.5889438737920612e-33
227,CIP29CERT4,1.5889438737920612e-33
