dup_var_name,Type,dev-cat,CIP_code,VALUE,LABEL,developer-friendly name
CIP11CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.computer
CIP11ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.computer
CIP11CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.computer
CIP11BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.computer
CIP12CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.personal_culinary
CIP12CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.personal_culinary
CIP12ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.personal_culinary
CIP12CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.personal_culinary
CIP12BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.personal_culinary
CIP13CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.education
CIP13CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.education
CIP13ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.education
CIP13CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.education
CIP13BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.education
CIP14CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.engineering
CIP14CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.engineering
CIP14ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.engineering
CIP14CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.engineering
CIP14BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.engineering
CIP15CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.engineering_technology
CIP15CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.engineering_technology
CIP15ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.engineering_technology
CIP15CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.engineering_technology
CIP15BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.engineering_technology
CIP16CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.language
CIP16CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.language
CIP16ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.language
CIP16CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.language
CIP16BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.language
CIP19CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.family_consumer_science
CIP19CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.family_consumer_science
CIP19ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.family_consumer_science
CIP19CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.family_consumer_science
CIP19BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.family_consumer_science
CIP22CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.legal
CIP22CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.legal
CIP22ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.legal
CIP22CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.legal
CIP22BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.legal
CIP23CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.english
CIP23CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.english
CIP23ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.english
CIP23CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.english
CIP23BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.english
CIP24CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.humanities
CIP24CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.humanities
CIP24ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.humanities
CIP24CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.humanities
CIP24BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.humanities
CIP25CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.library
CIP25CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.library
CIP25ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.library
CIP25CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.library
CIP25BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.library
CIP26CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.biological
CIP26CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.biological
CIP26ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.biological
CIP26CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.biological
CIP26BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.biological
CIP27CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.mathematics
CIP27CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.mathematics
CIP27ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.mathematics
CIP27CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.mathematics
CIP27BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.mathematics
CIP29CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.military
CIP29CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.military
CIP29ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.military
CIP29CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.military
CIP29BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.military
CIP30CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.multidiscipline
CIP30CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.multidiscipline
CIP30ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.multidiscipline
CIP30CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.multidiscipline
CIP30BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.multidiscipline
CIP31CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.parks_recreation_fitness
CIP31CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.parks_recreation_fitness
CIP31ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.parks_recreation_fitness
CIP31CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.parks_recreation_fitness
CIP31BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.parks_recreation_fitness
CIP38CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.philosophy_religious
CIP38CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.philosophy_religious
CIP38ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.philosophy_religious
CIP38CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.philosophy_religious
CIP38BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.philosophy_religious
CIP39CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.theology_religious_vocation
CIP39CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.theology_religious_vocation
CIP39ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.theology_religious_vocation
CIP39CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.theology_religious_vocation
CIP39BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.theology_religious_vocation
CIP40CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.physical_science
CIP40CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.physical_science
CIP40ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.physical_science
CIP40CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.physical_science
CIP40BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.physical_science
CIP41CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.science_technology
CIP41CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.science_technology
CIP41ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.science_technology
CIP41CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.science_technology
CIP41BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.science_technology
CIP42CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.psychology
CIP42CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.psychology
CIP42ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.psychology
CIP42CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.psychology
CIP42BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.psychology
CIP43CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.security_law_enforcement
CIP43CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.security_law_enforcement
CIP43ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.security_law_enforcement
CIP43CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.security_law_enforcement
CIP43BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.security_law_enforcement
CIP44CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.public_administration_social_service
CIP44CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.public_administration_social_service
CIP44ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.public_administration_social_service
CIP44CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.public_administration_social_service
CIP44BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.public_administration_social_service
CIP45CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.social_science
CIP45CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.social_science
CIP45ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.social_science
CIP45CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.social_science
CIP45BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.social_science
CIP46CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.construction
CIP46CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.construction
CIP46ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.construction
CIP46CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.construction
CIP46BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.construction
CIP47CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.mechanic_repair_technology
CIP47CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.mechanic_repair_technology
CIP47ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.mechanic_repair_technology
CIP47CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.mechanic_repair_technology
CIP47BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.mechanic_repair_technology
CIP48CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.precision_production
CIP48CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.precision_production
CIP48ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.precision_production
CIP48CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.precision_production
CIP48BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.precision_production
CIP49CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.transportation
CIP49CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.transportation
CIP49ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.transportation
CIP49CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.transportation
CIP49BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.transportation
CIP50CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.visual_performing
CIP50CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.visual_performing
CIP50ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.visual_performing
CIP50CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.visual_performing
CIP50BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.visual_performing
CIP51CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.health
CIP51CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.health
CIP51ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.health
CIP51CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.health
CIP51BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.health
CIP52CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.business_marketing
CIP52CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.business_marketing
CIP52ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.business_marketing
CIP52CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.business_marketing
CIP52BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.business_marketing
CIP54CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.history
CIP54CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.history
CIP54ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.history
CIP54CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.history
CIP54BACHL,factor,academics,NA,"0, 1, 3","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.history
DISTANCEONLY,factor,school,NA,0,"Not distance-ed only,",online_only
DISTANCEONLY,factor,school,NA,1,Distance-education only,NA
UGDS,integer,student,NA,NA,NA,size
UGDS_WHITE,num,student,NA,NA,NA,demographics.race_ethnicity.white
UGDS_BLACK,num,student,NA,NA,NA,demographics.race_ethnicity.black
UGDS_HISP,num,student,NA,NA,NA,demographics.race_ethnicity.hispanic
UGDS_ASIAN,num,student,NA,NA,NA,demographics.race_ethnicity.asian
UGDS_AIAN,num,student,NA,NA,NA,demographics.race_ethnicity.aian
UGDS_NHPI,num,student,NA,NA,NA,demographics.race_ethnicity.nhpi
UGDS_2MOR,num,student,NA,NA,NA,demographics.race_ethnicity.two_or_more
UGDS_NRA,num,student,NA,NA,NA,demographics.race_ethnicity.non_resident_alien
UGDS_UNKN,num,student,NA,NA,NA,demographics.race_ethnicity.unknown
PPTUG_EF,num,student,NA,NA,NA,part_time_share
CURROPER,factor,school,NA,0,Not currently certified as an operating institution,operating
CURROPER,factor,school,NA,1,Currently certified as operating,NA
NPT4_PUB,integer,cost,NA,NA,NA,avg_net_price.public
NPT4_PRIV,integer,cost,NA,NA,NA,avg_net_price.private
NPT41_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.0-30000
NPT42_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.30001-48000
NPT43_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.48001-75000
NPT44_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.75001-110000
NPT45_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.110001-plus
NPT41_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.0-30000
NPT42_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.30001-48000
NPT43_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.48001-75000
NPT44_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.75001-110000
NPT45_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.110001-plus
NPT4_048_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.0-48000
NPT4_048_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.0-48000
NPT4_3075_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.30001-75000
NPT4_3075_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.30001-75000
NPT4_75UP_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.75000-plus
NPT4_75UP_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.75000-plus
NUM4_PUB,integer,cost,NA,NA,NA,title_iv.public.all
NUM4_PRIV,integer,cost,NA,NA,NA,title_iv.private.all
NUM41_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.0-30000
NUM42_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.30001-48000
NUM43_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.48001-75000
NUM44_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.75001-110000
NUM45_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.110001-plus
NUM41_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.0-30000
NUM42_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.30001-48000
NUM43_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.48001-75000
NUM44_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.75001-110000
NUM45_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.110001-plus
COSTT4_A,integer,cost,NA,NA,NA,attendance.academic_year
COSTT4_P,integer,cost,NA,NA,NA,attendance.program_year
TUITIONFEE_IN,integer,cost,NA,NA,NA,tuition.in_state
TUITIONFEE_OUT,integer,cost,NA,NA,NA,tuition.out_of_state
TUITIONFEE_PROG,integer,cost,NA,NA,NA,tuition.program_year
TUITFTE,integer,school,NA,NA,NA,tuition_revenue_per_fte
INEXPFTE,integer,school,NA,NA,NA,instructional_expenditure_per_fte
AVGFACSAL,integer,school,NA,NA,NA,faculty_salary
PFTFAC,num,school,NA,NA,NA,ft_faculty_rate
PCTPELL,num,aid,NA,NA,NA,pell_grant_rate
C150_4,num,completion,NA,NA,NA,completion_rate_4yr_150nt
C150_L4,num,completion,NA,NA,NA,completion_rate_less_than_4yr_150nt
PFTFTUG1_EF,num,student,NA,NA,NA,share_first.time_full.time
D150_4,integer,completion,NA,NA,NA,completion_cohort_4yr_150nt
D150_L4,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150nt
C150_4_WHITE,num,completion,NA,NA,NA,completion_rate_4yr_150_white
C150_4_BLACK,num,completion,NA,NA,NA,completion_rate_4yr_150_black
C150_4_HISP,num,completion,NA,NA,NA,completion_rate_4yr_150_hispanic
C150_4_ASIAN,num,completion,NA,NA,NA,completion_rate_4yr_150_asian
C150_4_AIAN,num,completion,NA,NA,NA,completion_rate_4yr_150_aian
C150_4_NHPI,num,completion,NA,NA,NA,completion_rate_4yr_150_nhpi
C150_4_2MOR,num,completion,NA,NA,NA,completion_rate_4yr_150_2ormore
C150_4_NRA,num,completion,NA,NA,NA,completion_rate_4yr_150_nonresident.alien
C150_4_UNKN,num,completion,NA,NA,NA,completion_rate_4yr_150_race.unknown
C150_L4_WHITE,num,completion,NA,NA,NA,completion_rate_l4yr_150_white
C150_L4_BLACK,num,completion,NA,NA,NA,completion_rate_l4yr_150_black
